source,target,type,weight
ntnay,pixelsurplus,undirected,0.7516000966392659
ntnay,daryamalikova,undirected,0.6636635528315273
ntnay,graphicassets,undirected,0.47782407244189123
ntnay,anagrama,undirected,0.8305132847389092
ntnay,kurbonzodski,undirected,0.7500375568987251
ntnay,musawi,undirected,0.7731363375206741
ntnay,microsoftdesign,undirected,0.22830687901977886
ntnay,sawdust,undirected,0.5295313344759508
ntnay,d_0307094527,undirected,0.2335641279825678
ntnay,anamiminoshvili,undirected,0.7064539264806594
ntnay,abrate_emanuele,undirected,0.7062111220131929
ntnay,netguru,undirected,0.3128868579641495
ntnay,avitko,undirected,0.6921806586653106
ntnay,mz09,undirected,0.538456301583714
ntnay,cuberto,undirected,0.33722693678087395
ntnay,morphine-mg,undirected,0.4969124919176444
ntnay,markanetwork,undirected,0.5757079516783593
ntnay,mustafa-akulker,undirected,0.6320069923945443
ntnay,nx-design,undirected,0.5968291566701093
ntnay,oh-ja,undirected,0.7763959670647566
ntnay,lenalaballena,undirected,0.782704321403539
ntnay,vdas,undirected,0.32473042252045375
ntnay,skyrill,undirected,0.47382622433355764
ntnay,angelalejandro,undirected,0.7656126897444127
homeadore,the18thltrfotography,undirected,0.3333333333333333
drfranken,sb_brands,undirected,0.2289040785347543
drfranken,endalaust,undirected,0.33884551163812965
drfranken,pellisco,undirected,0.5355326729383475
drfranken,daryamalikova,undirected,0.3142781387757838
drfranken,graphicassets,undirected,0.4093809652610509
drfranken,kurbonzodski,undirected,0.2885939129844095
drfranken,musawi,undirected,0.26559409898904046
drfranken,microsoftdesign,undirected,0.4405519509721599
drfranken,sawdust,undirected,0.27371875400769585
drfranken,almefer,undirected,0.5015761403036456
drfranken,d_0307094527,undirected,0.35197257645717206
drfranken,zeligsound,undirected,0.3100726477779407
drfranken,anamiminoshvili,undirected,0.35450754405777934
drfranken,abrate_emanuele,undirected,0.3679293319203284
drfranken,sanjogkarulkar,undirected,0.40776188561255045
drfranken,mz09,undirected,0.2682878623939931
drfranken,cuberto,undirected,0.24195539543709924
drfranken,morphine-mg,undirected,0.4755374690403601
drfranken,markanetwork,undirected,0.20231000834789803
drfranken,the18thltrfotography,undirected,0.26940795304016235
drfranken,angelalejandro,undirected,0.3173027002473023
cuberto,sb_brands,undirected,0.38981134566049724
cuberto,nextpage_agency,undirected,0.820763482746874
cuberto,endalaust,undirected,0.21230869732165597
cuberto,jegorwalowski,undirected,0.8186584390897739
cuberto,alexseagull,undirected,0.820763482746874
cuberto,lukaszdrozdz,undirected,0.5560990528079439
cuberto,pellisco,undirected,0.33338844341609947
cuberto,maxschewts,undirected,0.8404592513898299
cuberto,uprockpro,undirected,0.769800358919501
cuberto,pixelsurplus,undirected,0.3256266126318907
cuberto,kate-silva,undirected,0.8420403863207049
cuberto,daryamalikova,undirected,0.33675429024094855
cuberto,graphicassets,undirected,0.2806801287735683
cuberto,anagrama,undirected,0.4772607021092118
cuberto,kurbonzodski,undirected,0.35582999744274424
cuberto,musawi,undirected,0.3816073418056137
cuberto,alice_kau,undirected,0.7819525973475918
cuberto,microsoftdesign,undirected,0.5664705542999466
cuberto,sawdust,undirected,0.24441185836892215
cuberto,almefer,undirected,0.21240429699994717
cuberto,zeligsound,undirected,0.48621663832631523
cuberto,anamiminoshvili,undirected,0.33945005147821034
cuberto,abrate_emanuele,undirected,0.33152205385179
cuberto,k_pashukov,undirected,0.7358236637186915
cuberto,netguru,undirected,0.9273626215479117
cuberto,avitko,undirected,0.20490028546619202
cuberto,mz09,undirected,0.24640709031819094
cuberto,ntnay,undirected,0.33722693678087395
cuberto,drfranken,undirected,0.24195539543709924
cuberto,morphine-mg,undirected,0.40258052415805284
cuberto,markanetwork,undirected,0.24053511772118194
cuberto,mustafa-akulker,undirected,0.23031406816285135
cuberto,oh-ja,undirected,0.26943012562182533
cuberto,lenalaballena,undirected,0.2660760420950957
cuberto,patrykpolak,undirected,0.7912861598992318
cuberto,vdas,undirected,0.3697869984767234
cuberto,skyrill,undirected,0.24326681639992057
cuberto,angelalejandro,undirected,0.3367876570272817
morphine-mg,sb_brands,undirected,0.45262208665857956
morphine-mg,endalaust,undirected,0.2869510617245607
morphine-mg,lukaszdrozdz,undirected,0.2630547564826129
morphine-mg,pellisco,undirected,0.6264106396359443
morphine-mg,pixelsurplus,undirected,0.2776643759450143
morphine-mg,daryamalikova,undirected,0.5268355364505717
morphine-mg,graphicassets,undirected,0.6224061431109955
morphine-mg,anagrama,undirected,0.479219036291487
morphine-mg,kurbonzodski,undirected,0.5178362238827657
morphine-mg,musawi,undirected,0.5434140616772238
morphine-mg,microsoftdesign,undirected,0.7577313922130309
morphine-mg,sawdust,undirected,0.33882260699853356
morphine-mg,almefer,undirected,0.49886369103644385
morphine-mg,d_0307094527,undirected,0.4878049734424035
morphine-mg,zeligsound,undirected,0.6382870079731772
morphine-mg,anamiminoshvili,undirected,0.4990914039375816
morphine-mg,abrate_emanuele,undirected,0.5570684753096675
morphine-mg,sanjogkarulkar,undirected,0.4588616570011319
morphine-mg,netguru,undirected,0.3518698787372445
morphine-mg,avitko,undirected,0.2170595446838847
morphine-mg,mz09,undirected,0.4192223134800624
morphine-mg,ntnay,undirected,0.4969124919176444
morphine-mg,drfranken,undirected,0.4755374690403601
morphine-mg,cuberto,undirected,0.40258052415805284
morphine-mg,markanetwork,undirected,0.38546781211103665
morphine-mg,mustafa-akulker,undirected,0.3460718175340576
morphine-mg,nx-design,undirected,0.35220806508276414
morphine-mg,oh-ja,undirected,0.5254938542453881
morphine-mg,lenalaballena,undirected,0.5076415887690117
morphine-mg,vdas,undirected,0.5832123633162246
morphine-mg,skyrill,undirected,0.2408823295204358
morphine-mg,angelalejandro,undirected,0.5578319375835658
markanetwork,sb_brands,undirected,0.6911093994817981
markanetwork,lukaszdrozdz,undirected,0.5904982895902279
markanetwork,pellisco,undirected,0.31882247445749295
markanetwork,pixelsurplus,undirected,0.5798361083413511
markanetwork,daryamalikova,undirected,0.33145332061211713
markanetwork,graphicassets,undirected,0.3836828684656209
markanetwork,anagrama,undirected,0.5973227143572459
markanetwork,kurbonzodski,undirected,0.7825335801016535
markanetwork,musawi,undirected,0.5268847816645892
markanetwork,microsoftdesign,undirected,0.291635780677592
markanetwork,sawdust,undirected,0.2508357765342786
markanetwork,almefer,undirected,0.24461604327793984
markanetwork,anamiminoshvili,undirected,0.279941684889506
markanetwork,abrate_emanuele,undirected,0.6896665621656937
markanetwork,sanjogkarulkar,undirected,0.21019098287253052
markanetwork,avitko,undirected,0.5685714285714285
markanetwork,ntnay,undirected,0.5757079516783593
markanetwork,drfranken,undirected,0.20231000834789803
markanetwork,cuberto,undirected,0.24053511772118194
markanetwork,morphine-mg,undirected,0.38546781211103665
markanetwork,mustafa-akulker,undirected,0.9886523221252168
markanetwork,nx-design,undirected,0.7153582680988958
markanetwork,oh-ja,undirected,0.35798377191205316
markanetwork,skyrill,undirected,0.5238415198208317
markanetwork,angelalejandro,undirected,0.7437421468172829
mustafa-akulker,sb_brands,undirected,0.7151284386104787
mustafa-akulker,lukaszdrozdz,undirected,0.6109964262665477
mustafa-akulker,pellisco,undirected,0.25515930023438105
mustafa-akulker,pixelsurplus,undirected,0.6447450829526515
mustafa-akulker,daryamalikova,undirected,0.3073568178559405
mustafa-akulker,graphicassets,undirected,0.37563964096585706
mustafa-akulker,anagrama,undirected,0.6533322646950003
mustafa-akulker,kurbonzodski,undirected,0.7862051339688754
mustafa-akulker,musawi,undirected,0.5321499617445877
mustafa-akulker,microsoftdesign,undirected,0.2329375173853489
mustafa-akulker,sawdust,undirected,0.27279721790122413
mustafa-akulker,anamiminoshvili,undirected,0.28608770026279084
mustafa-akulker,abrate_emanuele,undirected,0.6971883892999916
mustafa-akulker,avitko,undirected,0.6278510436484854
mustafa-akulker,ntnay,undirected,0.6320069923945443
mustafa-akulker,cuberto,undirected,0.23031406816285135
mustafa-akulker,morphine-mg,undirected,0.3460718175340576
mustafa-akulker,markanetwork,undirected,0.9886523221252168
mustafa-akulker,nx-design,undirected,0.7516629567767864
mustafa-akulker,oh-ja,undirected,0.40505283187526225
mustafa-akulker,lenalaballena,undirected,0.23333940437936795
mustafa-akulker,skyrill,undirected,0.5208735553125396
mustafa-akulker,angelalejandro,undirected,0.7640769328556083
nx-design,sb_brands,undirected,0.5986396404707092
nx-design,lukaszdrozdz,undirected,0.5322613738518164
nx-design,pixelsurplus,undirected,0.6033806010988715
nx-design,daryamalikova,undirected,0.25791078745365537
nx-design,graphicassets,undirected,0.3039692012755644
nx-design,anagrama,undirected,0.5767410087437658
nx-design,mossawi,undirected,0.512519169436164
nx-design,kurbonzodski,undirected,0.6585908300426754
nx-design,musawi,undirected,0.47884816029808636
nx-design,microsoftdesign,undirected,0.4159868327784487
nx-design,sawdust,undirected,0.25054430719779697
nx-design,anamiminoshvili,undirected,0.25545201491160446
nx-design,abrate_emanuele,undirected,0.5510921397344667
nx-design,avitko,undirected,0.6088155473182092
nx-design,ntnay,undirected,0.5968291566701093
nx-design,morphine-mg,undirected,0.35220806508276414
nx-design,markanetwork,undirected,0.7153582680988958
nx-design,mustafa-akulker,undirected,0.7516629567767864
nx-design,oh-ja,undirected,0.3945575695328575
nx-design,lenalaballena,undirected,0.2967441383284679
nx-design,vdas,undirected,0.25123228916216783
nx-design,marinm,undirected,0.5867844983435226
nx-design,skyrill,undirected,0.6729046193285273
nx-design,angelalejandro,undirected,0.6137562192733339
oh-ja,sb_brands,undirected,0.5947591864537164
oh-ja,endalaust,undirected,0.41569416160420153
oh-ja,lukaszdrozdz,undirected,0.3885143449429057
oh-ja,pellisco,undirected,0.529150262212918
oh-ja,pixelsurplus,undirected,0.6599663291074442
oh-ja,daryamalikova,undirected,0.5631625906963907
oh-ja,graphicassets,undirected,0.7077101515003054
oh-ja,anagrama,undirected,0.7419596114618708
oh-ja,kurbonzodski,undirected,0.5899021072381679
oh-ja,musawi,undirected,0.6990527153192244
oh-ja,sawdust,undirected,0.6942673609343747
oh-ja,almefer,undirected,0.314383029182606
oh-ja,d_0307094527,undirected,0.4469492067121437
oh-ja,anamiminoshvili,undirected,0.5039526306789696
oh-ja,abrate_emanuele,undirected,0.6518093980064109
oh-ja,sanjogkarulkar,undirected,0.3121692880946654
oh-ja,netguru,undirected,0.24870800168690346
oh-ja,avitko,undirected,0.48142645188172667
oh-ja,mz09,undirected,0.37557484780316147
oh-ja,ntnay,undirected,0.7763959670647566
oh-ja,cuberto,undirected,0.26943012562182533
oh-ja,morphine-mg,undirected,0.5254938542453881
oh-ja,markanetwork,undirected,0.35798377191205316
oh-ja,mustafa-akulker,undirected,0.40505283187526225
oh-ja,nx-design,undirected,0.3945575695328575
oh-ja,lenalaballena,undirected,0.6912858353783116
oh-ja,vdas,undirected,0.22473328748774735
oh-ja,skyrill,undirected,0.3130032180229999
oh-ja,angelalejandro,undirected,0.6866666666666665
lenalaballena,sb_brands,undirected,0.2517236332999484
lenalaballena,endalaust,undirected,0.6410416220943825
lenalaballena,pellisco,undirected,0.21773457205625582
lenalaballena,pixelsurplus,undirected,0.34915207281015115
lenalaballena,daryamalikova,undirected,0.755439648571775
lenalaballena,graphicassets,undirected,0.32321501718568185
lenalaballena,anagrama,undirected,0.49711014648028445
lenalaballena,kurbonzodski,undirected,0.28403351213482025
lenalaballena,musawi,undirected,0.5627535383636653
lenalaballena,sawdust,undirected,0.5706570277621095
lenalaballena,d_0307094527,undirected,0.2852027591387798
lenalaballena,anamiminoshvili,undirected,0.8660997421793287
lenalaballena,abrate_emanuele,undirected,0.25747805954759784
lenalaballena,netguru,undirected,0.29609877111408056
lenalaballena,avitko,undirected,0.2524469377598461
lenalaballena,mz09,undirected,0.835928547534421
lenalaballena,ntnay,undirected,0.782704321403539
lenalaballena,cuberto,undirected,0.2660760420950957
lenalaballena,morphine-mg,undirected,0.5076415887690117
lenalaballena,mustafa-akulker,undirected,0.23333940437936795
lenalaballena,nx-design,undirected,0.2967441383284679
lenalaballena,oh-ja,undirected,0.6912858353783116
lenalaballena,vdas,undirected,0.28481738702684983
lenalaballena,angelalejandro,undirected,0.3456429176891558
thisset,endalaust,undirected,0.24527588634675784
thisset,almefer,undirected,0.42618784268171217
thisset,d_0307094527,undirected,0.49340710545962846
thisset,the18thltrfotography,undirected,0.7010681840159741
patrykpolak,sb_brands,undirected,0.22298824387414992
patrykpolak,nextpage_agency,undirected,0.9562244230600405
patrykpolak,jegorwalowski,undirected,0.9591002924799684
patrykpolak,alexseagull,undirected,0.9562244230600405
patrykpolak,lukaszdrozdz,undirected,0.5154835307167938
patrykpolak,maxschewts,undirected,0.9727434351449232
patrykpolak,uprockpro,undirected,0.9914601339836673
patrykpolak,pixelsurplus,undirected,0.21208785398802577
patrykpolak,kate-silva,undirected,0.9760860118037877
patrykpolak,anagrama,undirected,0.3527605702319963
patrykpolak,alice_kau,undirected,0.9977575653851117
patrykpolak,k_pashukov,undirected,0.9609731462195509
patrykpolak,netguru,undirected,0.8485392951473817
patrykpolak,cuberto,undirected,0.7912861598992318
vdas,sb_brands,undirected,0.24550197655459918
vdas,pixelsurplus,undirected,0.2633372865535445
vdas,anagrama,undirected,0.33167362117449245
vdas,kurbonzodski,undirected,0.2196319555816378
vdas,musawi,undirected,0.22356597496593272
vdas,microsoftdesign,undirected,0.5988271364876006
vdas,sawdust,undirected,0.2169127859960682
vdas,zeligsound,undirected,0.8176013414729312
vdas,anamiminoshvili,undirected,0.23217260943269605
vdas,abrate_emanuele,undirected,0.24274370263156103
vdas,netguru,undirected,0.23475046074314534
vdas,avitko,undirected,0.24551386168006128
vdas,ntnay,undirected,0.32473042252045375
vdas,cuberto,undirected,0.3697869984767234
vdas,morphine-mg,undirected,0.5832123633162246
vdas,nx-design,undirected,0.25123228916216783
vdas,oh-ja,undirected,0.22473328748774735
vdas,lenalaballena,undirected,0.28481738702684983
vdas,angelalejandro,undirected,0.2606906134857869
the18thltrfotography,endalaust,undirected,0.5116235835128634
the18thltrfotography,sawdust,undirected,0.21166687833365083
the18thltrfotography,almefer,undirected,0.33445003104532556
the18thltrfotography,d_0307094527,undirected,0.3781877902948909
the18thltrfotography,anamiminoshvili,undirected,0.25197631533948484
the18thltrfotography,sanjogkarulkar,undirected,0.23649188492020107
the18thltrfotography,mz09,undirected,0.25607375986579195
the18thltrfotography,homeadore,undirected,0.3333333333333333
the18thltrfotography,drfranken,undirected,0.26940795304016235
the18thltrfotography,thisset,undirected,0.7010681840159741
marinm,sb_brands,undirected,0.22494947991091643
marinm,lukaszdrozdz,undirected,0.22000733370002037
marinm,pixelsurplus,undirected,0.2253442462682775
marinm,mossawi,undirected,0.7986295682474772
marinm,kurbonzodski,undirected,0.2538227737872552
marinm,microsoftdesign,undirected,0.3721772441459454
marinm,abrate_emanuele,undirected,0.20452608574257192
marinm,avitko,undirected,0.24148288311379548
marinm,nx-design,undirected,0.5867844983435226
marinm,skyrill,undirected,0.7684835114425302
marinm,angelalejandro,undirected,0.20591946691637406
skyrill,sb_brands,undirected,0.6301582717967068
skyrill,lukaszdrozdz,undirected,0.5963382933631339
skyrill,pellisco,undirected,0.3109274327154149
skyrill,pixelsurplus,undirected,0.5776383601577223
skyrill,daryamalikova,undirected,0.2251822581553161
skyrill,graphicassets,undirected,0.2820754206733337
skyrill,anagrama,undirected,0.5024331043932555
skyrill,mossawi,undirected,0.5160468465421401
skyrill,kurbonzodski,undirected,0.6598116132769769
skyrill,musawi,undirected,0.4531480018456903
skyrill,microsoftdesign,undirected,0.4103021156257381
skyrill,sawdust,undirected,0.31342488193383883
skyrill,almefer,undirected,0.2717756030381862
skyrill,d_0307094527,undirected,0.2483370532433042
skyrill,anamiminoshvili,undirected,0.2123406857568687
skyrill,abrate_emanuele,undirected,0.5829098260389742
skyrill,netguru,undirected,0.20958647466634361
skyrill,avitko,undirected,0.5349870840723387
skyrill,ntnay,undirected,0.47382622433355764
skyrill,cuberto,undirected,0.24326681639992057
skyrill,morphine-mg,undirected,0.2408823295204358
skyrill,markanetwork,undirected,0.5238415198208317
skyrill,mustafa-akulker,undirected,0.5208735553125396
skyrill,nx-design,undirected,0.6729046193285273
skyrill,oh-ja,undirected,0.3130032180229999
skyrill,marinm,undirected,0.7684835114425302
skyrill,angelalejandro,undirected,0.5718328021574037
angelalejandro,sb_brands,undirected,0.9346215787129829
angelalejandro,lukaszdrozdz,undirected,0.6993258208972303
angelalejandro,pellisco,undirected,0.5543478937468665
angelalejandro,pixelsurplus,undirected,0.8249579113843053
angelalejandro,daryamalikova,undirected,0.366055683952654
angelalejandro,graphicassets,undirected,0.733213220022839
angelalejandro,anagrama,undirected,0.8669636764364251
angelalejandro,kurbonzodski,undirected,0.95969148789493
angelalejandro,musawi,undirected,0.6945716081697422
angelalejandro,microsoftdesign,undirected,0.3563144678510823
angelalejandro,sawdust,undirected,0.4360337693673207
angelalejandro,almefer,undirected,0.3712395344603114
angelalejandro,d_0307094527,undirected,0.28879794895246214
angelalejandro,anamiminoshvili,undirected,0.36536565724225295
angelalejandro,abrate_emanuele,undirected,0.9746102427333952
angelalejandro,sanjogkarulkar,undirected,0.3405483142850895
angelalejandro,netguru,undirected,0.24041773496400667
angelalejandro,avitko,undirected,0.740656079818041
angelalejandro,ntnay,undirected,0.7656126897444127
angelalejandro,drfranken,undirected,0.3173027002473023
angelalejandro,cuberto,undirected,0.3367876570272817
angelalejandro,morphine-mg,undirected,0.5578319375835658
angelalejandro,markanetwork,undirected,0.7437421468172829
angelalejandro,mustafa-akulker,undirected,0.7640769328556083
angelalejandro,nx-design,undirected,0.6137562192733339
angelalejandro,oh-ja,undirected,0.6866666666666665
angelalejandro,lenalaballena,undirected,0.3456429176891558
angelalejandro,vdas,undirected,0.2606906134857869
angelalejandro,marinm,undirected,0.20591946691637406
angelalejandro,skyrill,undirected,0.5718328021574037
